Name,Japanese_name,Type,Episodes,Release_season,Rating
Disney: Twisted-Wonderland 1-shuunen Kinen PV, Twisted Wonderland 1st Anniversary PV,Web  ,1.0,, Non-Human Protagonists
Digimon Adventure Memorial Story Project, Digimon Adventure: 20 Shuunen Memorial Story,Web  ,5.0,Winter, Drama
Munto 2: Beyond the Walls of Time, Munto 2: Toki no Kabe wo Koete,OVA  ,1.0,, Drama
Legend of Basara,,TV   ,13.0,, Adventure
Genshiken: Second Generation OVA, Genshiken Nidaime OVA,OVA  ,1.0,, Drama
Lemon Angel YJ-ban,,OVA  ,2.0,, School Life
Rockman.EXE Beast+,,TV   ,26.0,Spring, Proxy Battles"
Genki Bakuhatsu Ganbaruger,,TV   ,47.0,, Comedy
Wojia Da Shixiong Shi Ge Fanpai,,Web  ,13.0,, Fantasy
The Perfect Insider, Subete ga F ni Naru: The Perfect Insider,TV   ,11.0,Fall , Island
Puchimas! Petit Petit [email protected] OVA,,OVA  ,2.0,, Idols"
Detective Conan: Chase the Mysterious Comet Monster!, Meitantei Conan: Nazo no Suisei Kaijuu wo Oe!,OVA  ,1.0,,3.57
The [email protected]: Cinderella Girls,,TV   ,13.0,Winter, Music
Higurashi: When They Cry - Sotsu, Higurashi no Naku Koro ni Sotsu,TV   ,15.0,Summer, Mystery
Dash! Kappei,,TV   ,65.0,, Ecchi
Hatenkou Yuugi,,TV   ,10.0,Winter, Drama
Sherlock Hound, Meitantei Holmes,TV   ,26.0,, Animal Protagonists
Mobile Suit Gundam SEED C.E.73: Stargazer, Gundam SEED CE73 Stargazer,Web  ,3.0,Summer, Sci Fi
Narara Superboard, The Flying Superboard,TV   ,28.0,, Adventure
H2O: Footprints in the Sand,,TV   ,12.0,Winter, Romance
"Sing ""Yesterday"" for Me", Yesterday wo Utatte,TV   ,12.0,Spring, Romance
Mahjong Hishouden: Naki no Ryuu, Weeping Dragon,OVA  ,3.0,, Seinen
Gan Gan Ganko-chan,,TV   ,10.0,Winter, Slice of Life
Gundam Build Divers Re:RISE,,Web  ,13.0,Fall , Mecha
Gosenzo-sama Banbanzai!,,OVA  ,6.0,, Abstract
Ranpou,,TV   ,21.0,, Based on a Manga"
A Town Where You Live: Tasogare Kousaten, Kimi no Iru Machi: Tasogare Kousaten,OVA  ,2.0,, Romance
Mahoujin Guru Guru Doki Doki Legend, Doki Doki Densetsu Mahoujin Guru Guru,TV   ,38.0,Spring, Comedy
Saki: Episode of Side A, Saki Achiga-hen: Episode of Side-A,TV   ,12.0,Spring, Ecchi
Trusty Ginjiro, Koha Ginjiro,OVA  ,3.0,, Shounen
Robotech: The Shadow Chronicles,,OVA  ,1.0,, Mecha
Shin Koihime Musou: Otome Tairan,,TV   ,12.0,Spring, Ecchi
Gorillaman,,OVA  ,2.0,, Seinen
Oh! Edo Rocket, Ooedo Rocket,TV   ,26.0,Spring, Drama
Haiyore! Nyaruko-san W OVA, Nyaruko-san: Another Crawling Chaos W OVA,OVA  ,1.0,, Harem
Onegai My Melody Kirara,,TV   ,52.0,Spring, Anthropomorphic
Da Capo if,,OVA  ,2.0,, Romance
Brothers Conflict OVA,,OVA  ,2.0,, Romance
Spiral, Spiral: Suiri no Kizuna,TV   ,25.0,Fall , Mystery
Psychic Squad, Zettai Karen Children,TV   ,51.0,Spring, Comedy
Gag Manga Biyori 2, Masuda Kousuke Gekijou Gag Manga Biyori 2,TV   ,12.0,Summer, Shounen
Ninjaman Ippei,,TV   ,13.0,, Shounen
Natsume Yuujinchou × Kumamoto-ken: Hitoyoshi/Kuma de no Yasashii Jikan, Natsume's Book of Friends: A Day Out in Hitoyoshi Kuma,Web  ,1.0,, Slice of Life
Samurai Harem: Asu no Yoichi, Asu no Yoichi!,TV   ,12.0,Winter, Ecchi
Kunimatsu-sama no Otoridai,,TV   ,46.0,, Sports
The Thousand Musketeers OVA, Senjuushi OVA,OVA  ,1.0,, Military
Show By Rock!!#,,TV   ,12.0,Fall , Music
Ikoku Irokoi Romantan,,OVA  ,2.0,, Romance
Lupin III: Green vs Red,,OVA  ,1.0,, Criminals
Turn A Gundam,,TV   ,50.0,Spring, Mecha
The Gymnastics Samurai, Taiso Samurai,TV   ,11.0,Fall , Gymnastics
Taisho Baseball Girls, Taishou Yakyuu Musume,TV   ,12.0,Summer, Slice of Life
Armitage III,,OVA  ,4.0,, Sci Fi
Legends of the Dark King: A Fist of the North Star Story, Hokuto no Ken: Raoh Gaiden - Ten no Haoh,TV   ,13.0,Fall , Seinen
Our Home's Fox Deity, Wagaya no Oinari-sama,TV   ,24.0,Spring, Fantasy
Momokuri,,Web  ,26.0,Winter, Romance
Hua Jianghu Zhi Buliang Ren,,Web  ,54.0,, Ancient China
Sou Xuan Lu Zhi Chen Ling Ji,,Web  ,6.0,, Fantasy
Town Workers,,Web  ,3.0,, Short Episodes
Hell's Paradise: Jigokuraku PV,,Web  ,1.0,, Shounen
Photon: The Idiot Adventures,,OVA  ,6.0,, Comedy
Pokemon Black Version 2 and White Version 2, Pokemon Black and White 2: Introduction Movie,Web  ,1.0,, Shounen
Cute High Earth Defense Club LOVE! LOVE! LOVE!, Binan Koukou Chikyuu Bouei Bu Love! Love! Love!,OVA  ,1.0,, Contemporary Fantasy
Mahou Tsukai Sally 2,,TV   ,88.0,, Shoujo
Dan Fumi no Ohanashi Channel,,OVA  ,5.0,, Family Friendly
Kawauso Labo,,TV   ,26.0,Winter, Animal Protagonists
Tears to Tiara,,TV   ,26.0,Spring, Adventure
Yattokame Tanteidan,,TV   ,13.0,Fall , Slice of Life"
Iria: Zeiram The Animation,,OVA  ,6.0,, Sci Fi
Junlin Chengxia,,Web  ,13.0,, Fantasy
Malta no Kamishibai, Malta no Bouken: Kamishibai,Web  ,6.0,, Animal Protagonists
Golgo 13,,TV   ,50.0,Spring, Seinen
Burning Village,,OVA  ,10.0,, Horror"
Cybersix,,TV   ,13.0,Summer, Sci Fi
Fafner Exodus, Soukyuu no Fafner: Dead Aggressor - Exodus,TV   ,13.0,Winter, Mecha
Si Ling Bianma: Zhi Shijie Caozong Zhe Recap, Order Designer Recap,Web  ,1.0,, Mystery
Chou Hatsumei Boy Kanipan,,TV   ,21.0,Winter, Sci Fi
High-Rise Invasion, Tenkuu Shinpan,Web  ,12.0,Winter, Drama
Sasuke,,TV   ,29.0,, Adventure
After War Gundam X, Mobile New Century Gundam X,TV   ,39.0,, Mecha
Code: Realize ~Guardian of Rebirth~ Set a thief to catch a thief, Code:Realize ~Sousei no Himegimi~ Set a thief to catch a thief,OVA  ,1.0,, Based on a Visual Novel"
Pig: The Dam Keeper Poems, Pig: Oka no Ue no Dam Keeper,TV   ,10.0,, Animal Protagonists
Kyuumei Senshi Nanosaver, Rescue Warrior Nanosaver,TV   ,28.0,Spring,3.56
Ginga Hyouryuu Vifam: Kachua Kara no Tayori, Round Vernian Vifam: Kachua Kara no Tayori,OVA  ,1.0,, Adventure
Home!,,Web  ,1.0,, Anime Tamago
Moomin,,TV   ,65.0,, Comedy
Zinba, Shen Po,TV   ,52.0,, Adventure
Maria the Virgin Witch, Junketsu no Maria,TV   ,12.0,Winter, Fantasy
Dirty Pair: With Love From the Lovely Angels, Dirty Pair: Lovely Angels yori Ai wo Komete,OVA  ,2.0,, Ecchi
Angelic Layer, Kidou Tenshi Angelic Layer,TV   ,26.0,Spring, Sci Fi
Galaxy Angel A, Galaxy Angel 3,TV   ,26.0,Fall , Sci Fi
Tantei Shounen Kageman, Detective boy Shadowman,TV   ,39.0,Spring, Mystery
Hontoni Atta Gakko Kaidan,,OVA  ,1.0,, Supernatural"
Muv-Luv Alternative: Total Eclipse,,TV   ,24.0,Summer, Mecha
Digimon Survive: Prologue Movie,,Web  ,1.0,, School Life
Robot Carnival,,OVA  ,9.0,, Collections
Jiu Ye Shen Chuan, Legend of Nine Nights,Web  ,13.0,, Adventure
Sasameki Koto, Whispered Words,TV   ,13.0,Fall , Drama
Before Green Gables, Konnichiwa Anne: Before Green Gables,TV   ,39.0,Spring, 19th Century
Soar High! Isami, Tobe! Isami,TV   ,50.0,, Comedy
Shippu! Iron Leaguer, Whirl Wind! IRON LEAGUER,TV   ,52.0,, Sports
YAT Anshin! Uchuu Ryokou,,TV   ,50.0,, Comedy
Fushigi Yugi OVA,,OVA  ,3.0,, Romance
Da Zhu Zai, The Grand Lord,Web  ,12.0,, Adventure
Norakuro-kun,,TV   ,50.0,, Mystery
Wei Wo Du Shen,,Web  ,50.0,, Fantasy
Garo: Vanishing Line,,TV   ,24.0,Fall , Fantasy
Garo The Animation, Garo: Honoo no Kokuin,TV   ,24.0,Fall , Adventure
Lagrange: The Flower of Rin-ne - Season 2, Rinne no Lagrange: Flower Declaration of Your Heart - Season 2,TV   ,12.0,Summer, Comedy
Tentou Mushi no Uta, The Song of Tentomushi,TV   ,104.0,, Slice of Life
Another World,,Web  ,3.0,Summer, Romance
Miracle Giants Dome-kun,,TV   ,49.0,, Sports
Ore wa Chokkaku,,TV   ,36.0,, Comedy
Katato The Animation,,Web  ,4.0,, Parody
Encouragement of Climb: Omoide Present, Yama no Susume: Omoide Present,OVA  ,1.0,, Slice of Life
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (2018),,Web  ,8.0,Winter, Mecha
Fist of the North Star: Legend of Yuria, Shin Kyuuseishu Densetsu Hokuto no Ken Yuria-den,OVA  ,1.0,, Shounen
Desert Punk, Sunabozu,TV   ,24.0,Fall , Ecchi
Shin Atashinchi,,TV   ,26.0,Fall , Slice of Life
Kanon,,TV   ,13.0,Winter, Harem
The Guyver: Bio-Booster Armor II, Kyoushoku Soukou Guyver II,OVA  ,6.0,, Shounen
Mei Chuxi de Yinyang Shi Yijia 2nd Season, A Useless Onmyoji Family 2,Web  ,12.0,, Slice of Life
Masamune-kun's Revenge, Masamune-kun no Revenge,TV   ,12.0,Winter, Romance
Senyuu.,,TV   ,13.0,Winter, Fantasy
Ms. Vampire who lives in my neighborhood., Tonari no Kyuuketsuki-san,TV   ,12.0,Fall , Slice of Life
And you thought there is never a girl online?, Netoge no Yome wa Onnanoko ja Nai to Omotta?,TV   ,12.0,Spring, Ecchi
Urusei Yatsura,,TV   ,195.0,, Romance
GA: Geijutsuka Art Design Class OVA,,OVA  ,1.0,, Seinen
Lovely Movie: Lovely Muuuuuuuco! 2, Lovely Movie: Itoshi no Muco 2,TV   ,22.0,Spring, Seinen
Real Girl, 3D Kanojo,TV   ,12.0,Spring, Romance
Infinite Stratos 2: One's Summer Memories, Infinite Stratos 2: Hitonatsu no Omoide,OVA  ,1.0,, Harem
Lovely Muuuuuuuco! OVA, Itoshi no Muco OVA,OVA  ,1.0,, Seinen
LocoDol OVA, Futsuu no Joshikousei ga [Locodol] Yatte Mita. OVA,OVA  ,2.0,, Slice of Life
KakoPad: Nagaoka Hanabi Monogatari,,Web  ,1.0,, Educational
Andes Shounen Pepero no Bouken, Adventures of Pepero the Andes Boy,TV   ,26.0,, Family Friendly"
Freezing Vibration,,TV   ,12.0,Fall , Seinen
Cardfight!! Vanguard G: Z,,TV   ,24.0,Fall , Fantasy
Dali Si Rizhi, White Cat Legend,Web  ,12.0,, Animal Protagonists
Kiki to Lala no Hakuchouza no Ohime-sama,,OVA  ,1.0,, Family Friendly
The Vampire Dies in No Time, Kyuuketsuki Sugu Shinu,TV   ,12.0,Fall , Shounen
Qiang Shen Ji: Xuezu Mishi Pian, Age of Gunslingers 3,Web  ,12.0,, Sci Fi
Future Card Buddyfight Triple D, Future Card Buddyfight DDD,TV   ,51.0,Spring, Monsters
Danchi Tomoo,,TV   ,78.0,Spring, Seinen
Gakuen Utopia Manabi Straight!,,TV   ,12.0,Winter, Slice of Life
Fresh Pretty Cure!,,TV   ,50.0,Winter, Magical Girl
Choujin Sentai Baratack,,TV   ,31.0,, Mecha
Ox Tales, Geragera Boes Monogatari,TV   ,104.0,, Agriculture
Murder Princess,,OVA  ,6.0,, Adventure
Pro Golfer Saru TV,,TV   ,143.0,, Sports
Qiang Shen Ji: Tegong Shijie Pian, Age of Gunslingers 2,Web  ,12.0,, Sci Fi
Heibai Wushuang 2nd Season,,TV   ,12.0,, Chinese Animation
Negima!, Mahou Sensei Negima!,TV   ,26.0,Winter, Fantasy
Blade Dance of the Elementalers, Seirei Tsukai no Blade Dance,TV   ,12.0,Summer, Comedy
Ninja Girl & Samurai Master 3rd Season, Nobunaga no Shinobi: Anegawa Ishiyama-hen,TV   ,26.0,Spring, Comedy
Umisho, Kenkou Zenrakei Suieibu Umishou,TV   ,13.0,Summer, Ecchi
Bai Gui Youeryuan 3rd Season,,Web  ,12.0,, Fantasy
Bai Gui Youeryuan 3rd Season,,Web  ,12.0,, Fantasy
Nazotoki-hime wa Meitantei,,OVA  ,3.0,, Shoujo
Gakkou no Kaidan (2005),,OVA  ,10.0,, Supernatural
Tsuyoshi Shikkari Shinasai,,TV   ,112.0,, Drama
Grisaia: Phantom Trigger,,OVA  ,2.0,, Drama
ef - a tale of memories: Prologue,,OVA  ,1.0,, Romance
BanG Dream! Girls Band Party! Pico: Fever, BanG Dream! Garupa Pico: Fever!,Web  ,15.0,Fall , Music
Anti-Magic Academy: The 35th Test Platoon, Taimadou Gakuen 35 Shiken Shoutai,TV   ,12.0,Fall , Fantasy
The Comic Artist and His Assistants, Mangaka-san to Assistant-san to,TV   ,12.0,Spring, Ecchi
Zoids Wild Zero,,TV   ,50.0,Fall , Mecha
Emily of New Moon, Kaze no Shoujo Emily,TV   ,26.0,Spring, Slice of Life
Kirakira Pretty Cure a la Mode,,TV   ,49.0,Winter, Fantasy
The Prince of Tennis II: Hyoutei vs Rikkai - Game of Future, Shin Tennis no Ouji-sama: Hyoutei vs Rikkai - Game of Future,Web  ,2.0,Winter, Sports
Flash and Dash S, Lei Su Deng Shandian Chong Xian 3,TV   ,26.0,, Comedy
Magical Star Magical Emi: Finale! Finale!, Mahou no Star Magical Emi: Finale! Finale!,OVA  ,1.0,, Henshin Heroes
Midoriyama Koukou Koushien-hen,,OVA  ,10.0,, Sports
Star Driver, Star Driver: Kagayaki no Takuto,TV   ,25.0,Fall , Mecha
Journey to Hiroshima, Hiroshima e no Tabi,OVA  ,1.0,, Sports
Tsugumomo,,TV   ,12.0,Spring, Comedy
Kanadian Families: Episode Zero,,OVA  ,1.0,, Slice of Life
The Diary of a Crazed Family, Kyouran Kazoku Nikki,TV   ,26.0,Spring, Sci Fi
SSSS.Gridman, Superhuman Samurai Syber Squad Gridman,TV   ,12.0,Fall , Mecha
Honkai Impact 3rd: Reburn, Benghuai 3: Reburn,Web  ,1.0,, Mecha
Kinnikuman,,TV   ,137.0,, Comedy
Shimajirou no Wow!,,TV   ,432.0,Spring, Slice of Life
The Cockpit, The Cockpit: Kamikaze Stories,OVA  ,3.0,, Drama
Hana Kappa,,TV   ,480.0,Spring, Family Friendly
Kiki to Lala no Habatake! Pegasus,,OVA  ,1.0,, Family Friendly
Cat Soup, Nekojiru-sou,OVA  ,1.0,, Abstract
Tengai Makyou: Ziria Oboro-hen,,OVA  ,2.0,, Fantasy"
The Tree of Courage (1992), Mochi Mochi no Ki (1992),OVA  ,1.0,, Based on a Novel"
Radiant,,TV   ,21.0,Fall , Adventure
Moonlight Mile, Moonlight Mile 1st Season: Lift Off,TV   ,12.0,Winter, Sci Fi
Ojamanga Yamada-kun,,TV   ,103.0,,3.55
Shijian Qiutu, Time Prisoner,Web  ,12.0,, Chinese Animation
Windy Tales, Fuujin Monogatari,TV   ,13.0,Fall , Family Friendly
Please tell me! Galko-chan OVA, Oshiete! Galko-chan: Natsuyasumitte Hontou desu ka?,OVA  ,1.0,, Gyaru
Dragon League,,TV   ,39.0,, Sports
Hi no Tori: Uchuu Hen, Phoenix: Space Chapter,OVA  ,1.0,, Sci Fi
Fractale,,TV   ,11.0,Winter, Fantasy
Starlight Promises, Yakusoku no Nanaya Matsuri,Web  ,1.0,Summer, Amnesia
Tenchi Muyo! Ryo-Ohki 5, Tenchi Muyou! Ryououki Dai Go-ki,OVA  ,6.0,, Fantasy
Mikeneko Holmes no Yuurei Joushu,,OVA  ,1.0,, Cats
Mahjong Hishouden: Naki no Ryuu (1991), Weeping Dragon (1991),OVA  ,1.0,, Seinen
Hikari Sasu Sora e,,OVA  ,1.0,, LGBT Themes"
Mahjong Hishouden: Naki no Ryuu (1991), Weeping Dragon (1991),OVA  ,1.0,, Seinen
Zannen na Ikimono no Jiten,,TV   ,10.0,Summer, Educational
Yi Kong Zhi Dian, Brinken: Skate Revolution,TV   ,40.0,, Family Friendly
21 Seiki wa Minna ga Shuyaku,,OVA  ,1.0,,3.55
Gallery Fake,,TV   ,37.0,Winter, Seinen
Tekken Chinmi, Kung Fu Boy Chinmi,TV   ,20.0,, Adventure
And Yet the Town Moves, Soredemo Machi wa Mawatteiru,TV   ,12.0,Fall , Seinen
Hayate the Combat Butler! Can't Take My Eyes Off You, Hayate no Gotoku! Can't Take My Eyes Off You,TV   ,12.0,Fall , Harem
Danball Senki W,,TV   ,58.0,Winter, Mecha
Kero Kero Keroppi no Bokura no Ohimesama,,OVA  ,1.0,, Animal Protagonists
Gozonji! Gekkou Kamen-kun,,TV   ,25.0,Fall , Comedy
Holy Knight Light, Arknights 1st Anniversary Special Animation - Holy Knight Light,Web  ,1.0,, Fantasy
The [email protected] SideM,,TV   ,13.0,Fall , Music
Show By Rock!! Mashumairesh!!,,TV   ,12.0,Winter, Music
Bodacious Space Pirates, Mouretsu Pirates,TV   ,26.0,Winter, Sci Fi
Guomin Laogong Dai Huijia 3rd Season, Bringing the Nation's Husband Home 3rd Season,Web  ,12.0,, Arranged Marriage
Armed Girl’s Machiavellism: Badump! A Pleasure Trip with All the Five Swords," Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",OVA  ,1.0,, Ecchi
Digimon Tamers,,TV   ,51.0,Spring, Adventure
Armored Trooper Votoms: The Brilliant Heretic, Soukou Kihei Votoms: Kakuyaku taru Itan,OVA  ,5.0,, Sci Fi
Candy Candy,,TV   ,115.0,, Romance
Koi Suru Tenshi Angelique: Kagayaki no Ashita,,TV   ,12.0,Winter, Reverse Harem
Castle Town Dandelion, Joukamachi no Dandelion,TV   ,12.0,Summer, Seinen
Luo Xiaohei Zhan Ji: Fan Wai, The Legend of Luo Xiao Hei Specials,Web  ,4.0,, Fantasy
Cooking with Valkyries II, Nu Wushen de Canzhuo II,Web  ,8.0,, Chinese Animation
Onegai My Melody: Kuru Kuru Shuffle!,,TV   ,52.0,Spring, Magical Girl
Ebichu, Oruchuban Ebichu,TV   ,24.0,Summer, Seinen
Yarichin Bitch-bu, Yarichin Bitch Club,OVA  ,2.0,, Comedy
GANTZ,,TV   ,26.0,Spring, Ecchi
No Guns Life,,TV   ,12.0,Fall , Drama
Dennou Boukenki Webdiver, Brain Adventure Record Webdiver,TV   ,52.0,Spring,3.54
Leina: Wolf Sword Legend, Leina Kenrou Densetsu,OVA  ,3.0,, Sci Fi"
Tonde Mon Pe,,TV   ,42.0,, Childcare
Happy Lucky Bikkuriman,,TV   ,46.0,Fall , Adventure
Master Hamsters, Hatara Kids Mai Ham Gumi,TV   ,50.0,Fall , Fantasy
Saikano, Saishuu Heiki Kanojo,TV   ,13.0,Summer, Romance
Web Ghosts PiPoPa, Net Ghost PiPoPa,TV   ,51.0,, Adventure
Tamayura,,OVA  ,4.0,, Iyashikei
Rainbow Days OVA, Nijiiro Days OVA,OVA  ,1.0,, Shoujo
Terra Formars OVA,,OVA  ,2.0,, Horror
Meng Ta Xue Mi Cheng Episode 0,,Web  ,1.0,, Chinese Animation
Haai Step Jun,,TV   ,45.0,, Romance
The Galaxy Railways: A Letter from the Abandoned Planet, Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,OVA  ,4.0,, Leijiverse
Youkai Watch!,,TV   ,36.0,Spring, Episodic
Holmes of Kyoto, Kyoto Teramachi Sanjou no Holmes,TV   ,12.0,Summer, Mystery
Puchimas! Petit Petit [email protected],,Web  ,74.0,Spring, Chibi
Dragon Ball Z: Plan to Destroy the Saiyajin, Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,OVA  ,2.0,, Fantasy
Tenjho Tenge, Tenjou Tenge,TV   ,24.0,Spring, Ecchi
Karakuri Circus, Le Cirque de Karakuri,TV   ,36.0,Fall , Drama
Nasu: Suitcase no Wataridori, Nasu: A Migratory Bird with Suitcase,OVA  ,1.0,, Seinen
Digimon Adventure 02,,TV   ,50.0,, Adventure
Eko Eko Azarak,,OVA  ,1.0,, Mystery
Mushibugyou OVA,,OVA  ,3.0,, Fantasy
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita Mini Anime Special,,Web  ,1.0,, Comedy
Cardfight!! Vanguard: Legion Mate, Cardfight!! Vanguard: Legion Mate-hen,TV   ,33.0,Spring, Fantasy
Yokohama Kaidashi Kikou,,OVA  ,2.0,, Slice of Life
Flame of Recca: Final Burning, Rekka no Honoo: Final Burning,OVA  ,1.0,, Based on a Video Game"
The Day I Became a God, Kamisama ni Natta hi,TV   ,12.0,Fall , Drama
Strain: Strategic Armored Infantry, Soukou no Strain,TV   ,13.0,Fall , Mecha
A-Channel + smile,,OVA  ,2.0,, Seinen
NEKOPARA: Koneko no Hi no Yakusoku,,Web  ,1.0,Summer, Animal Characteristics
Kenka Banchou Otome: Girl Beats Boys,,TV   ,12.0,Spring, Romance
Kinnikuman: Kinnikusei Oui Soudatsu-hen,,TV   ,46.0,, Sports
Saint Seiya: Soul of Gold,,TV   ,13.0,Spring, Fantasy
Umi no Koumori,,OVA  ,1.0,, Family Friendly"
Hyouge Mono,,TV   ,39.0,Spring, 16th Century
Brynhildr in the Darkness, Gokukoku no Brynhildr,TV   ,13.0,Spring, Ecchi
The [email protected]: Shiny Festa,,OVA  ,3.0,, Music
Yu-Gi-Oh! 5D's,,TV   ,154.0,Spring, Drama
Hei Mao Jing Zhang (1992),,TV   ,12.0,, Adventure
Da Capo Second Season,,TV   ,26.0,Summer, Romance
Shin Getter Robo vs Neo Getter Robo,,OVA  ,4.0,, Mecha
Guomin Laogong Dai Huijia 2nd Season, Bringing the Nation's Husband Home 2nd Season,Web  ,12.0,, Arranged Marriage
Izetta: The Last Witch, Shuumatsu no Izetta,TV   ,12.0,Fall , Fantasy
12-Sai. 2nd Season,,OVA  ,4.0,, Shoujo
Please Twins, Onegai Twins,TV   ,12.0,Summer, Ecchi
Meow Meow Japanese History 5th Season, Neko Neko Nihonshi 5th Season,TV   ,32.0,Spring, Animal Protagonists
Aikatsu on Parade! (2020),,Web  ,6.0,Spring, Music
Kaze no Yojimbo,,TV   ,25.0,Fall , Detectives
Chinyuuki: Tarou to Yukai na Nakama-tachi,,OVA  ,3.0,, Adventure
Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,,OVA  ,1.0,, Baseball
Patapata Hikousen no Bouken, Secret of Cerulean Sand,TV   ,26.0,Winter, Family Friendly
Si Hai Jing Qi 2nd Season,,Web  ,24.0,, Chinese Animation
Shoukoushi Cedie, Little Lord Fauntleroy,TV   ,43.0,, Slice of Life
Usavich,,TV   ,65.0,Fall , Comedy
Konpora Kid,,TV   ,26.0,, Sci Fi
Qiang Shen Ji, Age of Gunslingers,Web  ,12.0,, Sci Fi
Muteki Robo Trider G7,,TV   ,50.0,, Sci Fi"
Demon Prince Enma, Kikoushi Enma,OVA  ,4.0,, Mystery
Xiang Ling Ji, Tales of Exorcism,Web  ,15.0,, Supernatural"
Corocoro Coronya,,Web  ,13.0,, Cats
Furiten-kun (1990),,OVA  ,2.0,, Slice of Life"
Magical Maho,,OVA  ,1.0,, Magical Girl
Dirty Pair OVA,,OVA  ,10.0,, Based on a Light Novel"
Video Girl AI, Den'ei Shoujo Video Girl AI,OVA  ,6.0,, Ecchi
Kiki to Lala no Hansel to Gretel,,OVA  ,1.0,, Family Friendly
Cop Craft,,TV   ,12.0,Summer, Fantasy
Kiss x Sis TV,,TV   ,12.0,Spring, Romance
Selector Infected WIXOSS,,TV   ,12.0,Spring, Card Battles
Tactics,,TV   ,25.0,Fall , Demons
Please tell me! Galko-chan, Oshiete! Galko-chan,TV   ,12.0,Winter, Slice of Life
Eureka Seven AO, Eureka Seven: Astral Ocean,TV   ,24.0,Spring, Romance
Tsukuyomi: Moon Phase,,TV   ,25.0,Fall , Romance
Cardfight!! Vanguard: Zoku Koukousei-hen, Cardfight!! Vanguard: High School Arc Cont.,TV   ,45.0,Spring, Fantasy
Chu Feng: Yi Dian Zhi Zi,,Web  ,12.0,, Sci Fi
.hack//Roots,,TV   ,26.0,Spring, RPG
Utakoi, Chouyaku Hyakunin Isshu: Uta Koi,TV   ,13.0,Summer, Josei
MegaMan Maverick Hunter X: The Day of Sigma, Irregular Hunter X: The Day of Sigma,OVA  ,1.0,, Sci Fi
SSSS.Dynazenon,,TV   ,12.0,Spring, Mecha
Battle Spirits: Sword Eyes,,TV   ,29.0,Fall ,3.53
Noir,,TV   ,26.0,Spring, Amnesia
The Guyver: Bio-Booster Armor, Kyoushoku Soukou Guyver (1989),OVA  ,6.0,, Shounen
The Ancient Magus' Bride: School Arc PV, Mahoutsukai no Yome: Gakuin-hen,Web  ,1.0,, Based on a Manga"
Wojia Da Shixiong Naozi You Keng,,Web  ,26.0,, Fantasy
Haikara-san ga Tooru, Smart-san,TV   ,42.0,, Romance
Onegai My Melody Sukkiri♪,,TV   ,52.0,Spring, Magical Girl
Ore no Sora Keiji-hen,,OVA  ,2.0,, Drama
GeGeGe no Kitarou (2018),,TV   ,97.0,Spring, Japanese Mythology
Blue Seed 1.5,,OVA  ,2.0,,3.53
Occult Academy, Seikimatsu Occult Gakuin,TV   ,13.0,Summer, School Life
Kinkyuu Hasshin Saver Kids,,TV   ,50.0,, Adventure
Someday's Dreamers II Sora, Mahou Tsukai ni Taisetsu na Koto: Natsu no Sora,TV   ,12.0,Summer, Shounen
Medaka Box,,TV   ,12.0,Spring, Shounen
Fox Spirit Matchmaker, Huyao Xiao Hongniang,Web  ,13.0,, Fantasy
Princess Resurrection OVA, Kaibutsu Oujo OVA,OVA  ,3.0,, Shounen
Ro-Kyu-Bu! SS,,TV   ,12.0,Summer, Basketball
Shigurui: Death Frenzy,,TV   ,12.0,Summer, Shounen
Eromanga Sensei OVA,,OVA  ,2.0,, Ecchi
Kindaichi Shounen no Jikenbo Returns, The File of Young Kindaichi Returns,TV   ,25.0,Spring, Shounen
The Diary of Tortov Roddle, Aru Tabibito no Nikki,Web  ,6.0,, Fantasy
Captain Tsubasa: Road to 2002,,TV   ,52.0,Fall , Sports
Twin Spica, Futatsu no Spica,TV   ,20.0,Fall , Sci Fi
B't X Neo,,OVA  ,14.0,, Sci Fi
Halo Legends,,OVA  ,8.0,, Sci Fi
Dahua Zhi Shaonian You,,Web  ,16.0,, Fantasy
Bakusou Kyoudai Let's & Go!! MAX,,TV   ,51.0,Winter, Cars
High School Prodigies Have It Easy Even in Another World!, Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku You desu!,TV   ,12.0,Fall , Adventure
Kasei Yakyoku,,OVA  ,4.0,, Gangs
The Legend of Qin, Qin Shi Ming Yue: Bai Bu Fei Jian,TV   ,10.0,, Adventure
Ikebukuro West Gate Park,,TV   ,12.0,Fall , Mystery
Anne of Green Gables, Akage no Anne,TV   ,50.0,, Drama
Project ARMS: The 2nd Chapter,,TV   ,26.0,Fall , Shounen
Little Women II: Jo's Boys, Wakakusa Monogatari: Nan to Jou Sensei,TV   ,40.0,, 19th Century
Devils and Realist, Makai Ouji: Devils and Realist,TV   ,12.0,Summer, Fantasy
Phi Brain: Puzzle of God, Phi Brain: Kami no Puzzle,TV   ,25.0,Fall , High Stakes Games
Cyborg Kuro-chan,,TV   ,66.0,Fall , Comedy
